l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.001,[100],gaussian,4,logistic,0.0,"('trivial', 0.9)",8,2.244825562429929
0.0001,"[20, 20]",uniform,8,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2448530215346865
0.001,[20],gaussian,124,tanh,0.0,"('trivial', 0.9)",8,2.2450293593505934
0.0001,[20],uniform,1,tanh,0.0,"('nesterov', 0.5)",8,2.2451035961366483
0.001,"[20, 20]",uniform,4,softplus,0.001,"('trivial', 0.5)",8,2.2452142008591296
0.001,[20],gaussian,4,logistic,0.001,"('trivial', 0.9)",8,2.2453883301807496
0.001,[20],gaussian,2,logistic,0.001,"('trivial', 0.9)",8,2.2454415394243354
0.0001,[20],uniform,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.245485625397305
0.001,[100],gaussian,124,logistic,0.0,"('trivial', 0.9)",8,2.245533627868166
0.001,"[100, 100]",gaussian,32,logistic,0.001,"('nesterov', 0.5)",8,2.24572591326906
0.001,"[20, 20]",gaussian,4,relu,0.0,"('trivial', 0.0)",8,2.2458143160056188
0.001,"[200, 200]",gaussian,512,relu,0.0,"('trivial', 0.5)",5,2.245817713245332
0.001,"[100, 100]",gaussian,1772,relu,0.0,"('trivial', 0.9)",5,2.246065161867516
0.001,[20],gaussian,32,tanh,0.001,"('nesterov', 0.9)",8,2.246275050271044
0.001,"[20, 20]",gaussian,8,logistic,0.01,"('nesterov', 0.9)",8,2.246471417284776
0.0001,[100],uniform,8,relu,0.01,"('nesterov', 0.5)",8,2.246473452239268
0.0001,"[20, 20]",uniform,1,tanh,0.0,"('trivial', 0.9)",8,2.246783322525544
0.001,"[100, 100]",uniform,32,logistic,0.0,"('trivial', 0.5)",8,2.2468831944129404
0.001,"[20, 20]",uniform,8,logistic,0.01,"('trivial', 0.0)",8,2.246885461679097
0.0001,"[20, 20]",gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2470314181053306
0.001,"[20, 20]",gaussian,2,logistic,0.01,"('trivial', 0.5)",8,2.247140814122595
0.0001,[100],uniform,2,relu,0.0,"('trivial', 0.9)",8,2.247632939630742
0.001,[20],gaussian,2,logistic,0.0,"('trivial', 0.5)",8,2.247676858572661
0.001,[20],uniform,4,logistic,0.001,"('nesterov', 0.9)",8,2.2477262899673165
0.01,[100],uniform,124,relu,0.0,"('nesterov', 0.5)",8,2.247772231304144
0.001,[100],gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2478015608842923
0.001,[20],uniform,4,tanh,0.01,"('nesterov', 0.5)",8,2.2482213363054435
0.001,"[20, 20]",uniform,1,logistic,0.01,"('trivial', 0.0)",8,2.2482388250529124
0.001,"[100, 100]",gaussian,32,logistic,0.001,"('trivial', 0.5)",8,2.2485667311638857
0.001,[20],uniform,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.24884925777839
0.005,"[150, 150]",gaussian,1772,relu,0.0,"('nesterov', 0.5)",5,2.248936948661794
0.0001,[20],gaussian,1,tanh,0.01,"('nesterov', 0.5)",8,2.248991076403336
0.0001,"[100, 100]",uniform,2,softplus,0.0,"('nesterov', 0.9)",8,2.2492343272695767
0.0001,"[20, 20]",gaussian,2,logistic,0.01,"('trivial', 0.5)",8,2.2492462755246967
0.0001,[20],gaussian,2,tanh,0.0,"('nesterov', 0.5)",8,2.2494562342058715
0.001,"[20, 20]",uniform,4,softplus,0.01,"('trivial', 0.0)",8,2.2495215535676403
0.0001,"[20, 20]",uniform,8,logistic,0.01,"('trivial', 0.9)",8,2.249539569433458
0.0001,"[20, 20]",uniform,8,relu,0.01,"('trivial', 0.5)",8,2.249567425697548
0.001,[100],gaussian,124,logistic,0.0,"('nesterov', 0.9)",8,2.2496787247868695
0.001,[20],gaussian,8,tanh,0.01,"('nesterov', 0.5)",8,2.2497004533206315
0.001,"[20, 20]",gaussian,8,logistic,0.0,"('trivial', 0.9)",8,2.2498258881137447
0.0001,[100],gaussian,8,relu,0.01,"('trivial', 0.5)",8,2.2503556846351644
0.0001,[20],gaussian,2,tanh,0.01,"('nesterov', 0.9)",8,2.2505369896238068
0.001,[20],uniform,32,tanh,0.001,"('nesterov', 0.5)",8,2.250905369761809
0.0001,[20],gaussian,2,tanh,0.01,"('trivial', 0.9)",8,2.25092485947732
0.001,[100],gaussian,1,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.250941752344144
0.001,"[20, 20]",uniform,2,logistic,0.01,"('nesterov', 0.5)",8,2.2511754953204743
0.0001,"[20, 20]",gaussian,1,logistic,0.01,"('trivial', 0.9)",8,2.2512599990252893
0.0001,[20],gaussian,4,tanh,0.0,"('trivial', 0.9)",8,2.2513031128728067
0.001,[100],gaussian,1,tanh,0.001,"('trivial', 0.0)",8,2.2514685481094943
0.001,[20],gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.251471505213372
0.001,[20],gaussian,32,tanh,0.0,"('trivial', 0.5)",8,2.2515275209273886
0.001,[100],gaussian,8,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.251537081992953
0.001,"[100, 100]",gaussian,2,logistic,0.01,"('trivial', 0.0)",8,2.251547347704303
0.0005,"[100, 100]",gaussian,124,softplus,0.0001,"('trivial', 0.9)",5,2.2517240791721997
0.0005,"[100, 100]",gaussian,1,tanh,0.0,"('trivial', 0.5)",5,2.2519461122832243
0.005,"[200, 200]",gaussian,8,softplus,0.0001,"('trivial', 0.0)",5,2.252094390843496
0.005,"[150, 150]",gaussian,1772,relu,0.0001,"('nesterov', 0.5)",5,2.2523328020808497
0.001,[20],uniform,124,tanh,0.001,"('trivial', 0.9)",8,2.252334436909215
0.0001,"[20, 20]",uniform,2,relu,0.0,"('nesterov', 0.9)",8,2.2524269948294497
0.005,"[150, 150]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,2.2532006457424583
0.001,"[100, 100]",uniform,4,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.253214257402409
0.001,[100],gaussian,4,tanh,0.0,"('trivial', 0.5)",8,2.2535057146892727
0.001,"[100, 100]",uniform,32,logistic,0.001,"('trivial', 0.5)",8,2.25381382782406
0.001,[20],uniform,1,logistic,0.0,"('trivial', 0.5)",8,2.253928528420753
0.001,[20],gaussian,2,logistic,0.001,"('nesterov', 0.9)",8,2.2541956690513816
0.0001,"[20, 20]",uniform,1,softplus,0.01,"('nesterov', 0.5)",8,2.2542757672737785
0.0001,[20],uniform,4,tanh,0.0,"('trivial', 0.5)",8,2.2543778027287167
0.001,"[20, 20]",uniform,8,tanh,0.001,"('trivial', 0.9)",8,2.255163704562313
0.001,[20],uniform,32,tanh,0.001,"('trivial', 0.9)",8,2.255360494948396
0.001,"[100, 100]",uniform,4,logistic,0.01,"('trivial', 0.5)",8,2.255420668703393
0.0005,"[100, 100]",gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.2555347991090344
0.0001,"[20, 20]",gaussian,4,softplus,0.01,"('nesterov', 0.9)",8,2.25570163961351
0.001,[20],gaussian,4,tanh,0.01,"('trivial', 0.0)",8,2.255905020795606
0.001,[100],uniform,1,logistic,0.0,"('trivial', 0.5)",8,2.2560455800536072
0.0005,"[150, 150]",gaussian,124,relu,0.0001,"('trivial', 0.0)",5,2.2561722011254237
0.0001,[100],gaussian,4,tanh,0.01,"('trivial', 0.0)",8,2.2561865983577305
0.001,"[20, 20]",gaussian,32,relu,0.0,"('nesterov', 0.9)",8,2.256545640572265
0.001,"[150, 150]",gaussian,512,relu,0.0001,"('nesterov', 0.5)",5,2.2566847816841125
0.001,[100],uniform,2,tanh,0.0,"('trivial', 0.0)",8,2.2567971927841994
0.001,"[100, 100]",gaussian,1772,tanh,0.0,"('nesterov', 0.9)",5,2.2571267849189813
0.005,"[200, 200]",gaussian,1772,relu,0.0001,"('nesterov', 0.5)",5,2.2571967250969607
0.001,[20],gaussian,8,logistic,0.0,"('nesterov', 0.9)",8,2.2574974650258164
0.001,"[20, 20]",gaussian,32,relu,0.001,"('trivial', 0.0)",8,2.257653726952691
0.0001,"[20, 20]",gaussian,4,relu,0.0,"('trivial', 0.9)",8,2.2579859440981327
0.0001,"[100, 100]",gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.258101241780598
0.01,[20],uniform,32,tanh,0.0,"('trivial', 0.0)",8,2.25814330516738
0.0001,"[20, 20]",uniform,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.25845840108384
0.001,"[100, 100]",gaussian,1772,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.2585498507576616
0.001,[20],uniform,4,tanh,0.01,"('trivial', 0.5)",8,2.25912308565344
0.001,"[100, 100]",gaussian,4,logistic,0.01,"('nesterov', 0.5)",8,2.259311881120877
0.001,[100],gaussian,2,relu,0.0,"('trivial', 0.0)",8,2.2593250687037187
0.001,[100],gaussian,1,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2593472557376653
0.001,"[100, 100]",uniform,4,softplus,0.0,"('trivial', 0.5)",8,2.2594670887152453
0.001,[20],gaussian,4,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2595584300506046
0.001,"[20, 20]",uniform,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.259656306937078
0.001,"[100, 100]",uniform,2,logistic,0.01,"('trivial', 0.0)",8,2.259960640379255
0.0001,[20],uniform,2,tanh,0.01,"('nesterov', 0.9)",8,2.260401382294948
0.005,"[100, 100]",gaussian,512,relu,0.0,"('trivial', 0.0)",5,2.2605040938111003
0.0005,"[200, 200]",gaussian,1,tanh,0.0001,"('trivial', 0.5)",5,2.260890549272488
0.0005,"[200, 200]",gaussian,4,tanh,0.0001,"('nesterov', 0.9)",5,2.2610593868433213
0.0001,"[20, 20]",gaussian,1,softplus,0.01,"('trivial', 0.5)",8,2.2610594250555858
0.001,"[20, 20]",gaussian,124,logistic,0.01,"('trivial', 0.9)",8,2.261090390384157
0.001,[20],uniform,2,logistic,0.001,"('nesterov', 0.9)",8,2.261110665747427
0.001,[20],gaussian,8,tanh,0.001,"('trivial', 0.0)",8,2.2612089923484646
0.001,[20],uniform,8,tanh,0.001,"('trivial', 0.5)",8,2.2612426050452514
0.0001,[20],gaussian,1,logistic,0.0,"('trivial', 0.0)",8,2.2615856977463262
0.001,"[150, 150]",gaussian,4,softplus,0.0,"('nesterov', 0.5)",5,2.261634946259146
0.001,"[20, 20]",gaussian,4,relu,0.01,"('nesterov', 0.5)",8,2.2619304642685205
0.01,"[20, 20]",uniform,32,logistic,0.0,"('nesterov', 0.9)",8,2.2619410035204046
0.0001,"[20, 20]",gaussian,2,logistic,0.01,"('nesterov', 0.5)",8,2.2622380473838963
0.0001,"[20, 20]",gaussian,4,softplus,0.0,"('trivial', 0.9)",8,2.262377410537224
0.001,"[100, 100]",uniform,32,logistic,0.001,"('nesterov', 0.5)",8,2.2624945768452083
0.001,[20],gaussian,2,tanh,0.01,"('trivial', 0.0)",8,2.2625758948087507
0.0005,"[200, 200]",gaussian,1772,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.263119515954522
0.001,"[20, 20]",gaussian,32,softplus,0.0,"('nesterov', 0.5)",8,2.2631700530294667
0.0005,"[150, 150]",gaussian,124,relu,0.0,"('trivial', 0.0)",5,2.263173199474033
0.001,"[20, 20]",gaussian,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2633083927769326
0.001,"[100, 100]",gaussian,1772,relu,0.0001,"('trivial', 0.9)",5,2.263338441148104
0.001,[100],uniform,124,tanh,0.0,"('trivial', 0.5)",8,2.2633397707381957
0.0001,[100],gaussian,4,relu,0.01,"('trivial', 0.0)",8,2.2638927265727897
0.001,"[100, 100]",gaussian,2,tanh,0.0,"('nesterov', 0.5)",8,2.263923613924677
0.001,[20],uniform,4,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2642806443437764
0.001,"[200, 200]",gaussian,512,relu,0.0,"('nesterov', 0.5)",5,2.264328928593578
0.001,"[100, 100]",gaussian,8,softplus,0.01,"('nesterov', 0.5)",8,2.264412656508024
0.0005,"[200, 200]",gaussian,1,tanh,0.0,"('trivial', 0.9)",5,2.2646996977141263
0.001,"[100, 100]",gaussian,4,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.26491528280892
0.001,[20],uniform,2,tanh,0.001,"('trivial', 0.0)",8,2.264991213470842
0.001,[100],uniform,32,relu,0.0,"('trivial', 0.9)",8,2.2650551225077526
0.001,"[100, 100]",gaussian,4,logistic,0.01,"('trivial', 0.5)",8,2.265400717136244
0.005,"[200, 200]",gaussian,1772,relu,0.0001,"('trivial', 0.5)",5,2.265499090850659
0.0001,"[20, 20]",gaussian,1,logistic,0.01,"('nesterov', 0.9)",8,2.265545765896096
0.001,"[100, 100]",uniform,4,logistic,0.01,"('nesterov', 0.5)",8,2.265695971186536
0.001,[100],gaussian,124,relu,0.001,"('nesterov', 0.5)",8,2.265800099996436
0.001,[20],uniform,124,tanh,0.001,"('nesterov', 0.9)",8,2.2658008553087248
0.0001,[20],gaussian,8,logistic,0.0,"('trivial', 0.9)",8,2.265899026332421
0.001,[100],uniform,124,logistic,0.001,"('nesterov', 0.9)",8,2.2659594973239057
0.001,"[100, 100]",gaussian,4,softplus,0.01,"('nesterov', 0.5)",8,2.2659624061285326
0.001,[100],uniform,4,softplus,0.0,"('nesterov', 0.5)",8,2.2659902712501805
0.01,[100],gaussian,4,logistic,0.0,"('trivial', 0.0)",8,2.2660668439366605
0.0001,[20],gaussian,2,logistic,0.0,"('trivial', 0.5)",8,2.266080288315539
0.001,"[100, 100]",uniform,2,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2662674691728566
0.001,"[100, 100]",uniform,8,softplus,0.01,"('nesterov', 0.9)",8,2.26633761485361
0.001,[20],gaussian,2,logistic,0.0,"('trivial', 0.5)",8,2.266829252916832
0.0001,[20],gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,2.2671539451424363
0.001,"[150, 150]",gaussian,512,relu,0.0,"('trivial', 0.5)",5,2.2673352996997123
0.001,[100],gaussian,2,tanh,0.0,"('trivial', 0.0)",8,2.2677908220963947
0.001,"[100, 100]",uniform,4,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.267893089444253
0.01,"[20, 20]",gaussian,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2679015309123667
0.001,"[20, 20]",gaussian,8,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.26791677581076
0.001,[20],uniform,2,logistic,0.0,"('nesterov', 0.5)",8,2.2680459965495343
0.001,[100],gaussian,124,logistic,0.001,"('trivial', 0.9)",8,2.2682619100114563
0.001,[100],gaussian,2,relu,0.01,"('trivial', 0.0)",8,2.2682952402618204
0.001,[20],gaussian,124,tanh,0.01,"('nesterov', 0.9)",8,2.2683760466954594
0.001,[20],uniform,32,tanh,0.0,"('trivial', 0.5)",8,2.268409001795102
0.0001,"[100, 100]",uniform,2,softplus,0.0,"('trivial', 0.9)",8,2.2685631235962203
0.01,[100],uniform,124,logistic,0.0,"('trivial', 0.0)",8,2.268595458157276
0.001,[20],gaussian,32,tanh,0.01,"('trivial', 0.9)",8,2.2688945902796305
0.001,[100],uniform,124,logistic,0.0,"('nesterov', 0.9)",8,2.268973045020082
0.001,[20],gaussian,8,tanh,0.0,"('nesterov', 0.5)",8,2.2690512007225068
0.001,[100],uniform,124,logistic,0.001,"('trivial', 0.9)",8,2.269216679760772
0.0001,"[20, 20]",gaussian,8,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2694926843221204
0.0001,[20],uniform,1,logistic,0.0,"('trivial', 0.0)",8,2.2702750743953013
0.0001,[20],gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2703346050969504
0.001,[100],gaussian,2,relu,0.001,"('trivial', 0.0)",8,2.2704167198526823
0.001,"[200, 200]",gaussian,4,tanh,0.0,"('trivial', 0.5)",5,2.271041396821284
0.0001,"[20, 20]",uniform,2,softplus,0.01,"('trivial', 0.5)",8,2.2711525169564126
0.001,[100],uniform,124,relu,0.0,"('trivial', 0.5)",8,2.2712973444974507
0.001,"[20, 20]",gaussian,8,softplus,0.01,"('nesterov', 0.5)",8,2.271360175044975
0.001,"[100, 100]",uniform,1,tanh,0.01,"('nesterov', 0.5)",8,2.271562966183724
0.0001,[20],gaussian,2,tanh,0.0,"('trivial', 0.0)",8,2.271595507872388
0.001,[20],gaussian,4,tanh,0.001,"('trivial', 0.0)",8,2.2716106526692625
0.001,"[20, 20]",uniform,4,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2717899831923347
0.001,"[100, 100]",gaussian,4,softplus,0.0,"('trivial', 0.5)",8,2.271861430109796
0.001,"[20, 20]",gaussian,8,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.271869928278333
0.0001,[20],uniform,8,tanh,0.01,"('trivial', 0.9)",8,2.2721958744522253
0.0005,"[100, 100]",gaussian,1,logistic,0.0,"('trivial', 0.9)",5,2.272313673605176
0.001,[20],gaussian,32,tanh,0.0,"('nesterov', 0.9)",8,2.2723411687609785
0.001,[100],uniform,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2723678940931773
0.0005,"[100, 100]",gaussian,124,softplus,0.0,"('nesterov', 0.9)",5,2.2728477631908492
0.01,[20],uniform,2,logistic,0.0,"('trivial', 0.0)",8,2.2729076092818845
0.001,"[20, 20]",gaussian,4,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2731250606697944
0.01,[100],gaussian,124,logistic,0.0,"('trivial', 0.0)",8,2.273127928186024
0.01,[20],uniform,124,tanh,0.0,"('trivial', 0.0)",8,2.273289805362832
0.001,"[20, 20]",uniform,4,relu,0.0,"('trivial', 0.0)",8,2.2733245239334083
0.0001,"[20, 20]",gaussian,1,softplus,0.01,"('nesterov', 0.5)",8,2.2733849964827946
0.001,"[20, 20]",uniform,4,relu,0.01,"('nesterov', 0.5)",8,2.2736453033731623
0.0001,[20],uniform,2,tanh,0.0,"('trivial', 0.5)",8,2.273791524417331
0.0001,"[20, 20]",gaussian,2,relu,0.01,"('trivial', 0.9)",8,2.2739260130084675
0.001,[100],uniform,124,logistic,0.0,"('trivial', 0.9)",8,2.2739941204917846
0.001,"[20, 20]",uniform,1,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.274196382640876
0.001,[100],gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2744992538703235
0.001,[20],gaussian,32,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.274503475022062
0.001,"[100, 100]",gaussian,32,logistic,0.01,"('nesterov', 0.9)",8,2.2745685500132407
0.001,[100],uniform,124,relu,0.001,"('nesterov', 0.5)",8,2.2746558358456173
0.001,[20],uniform,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.274772573271039
0.01,"[20, 20]",gaussian,4,logistic,0.0,"('trivial', 0.0)",8,2.2750680800075163
0.001,"[20, 20]",uniform,8,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.275271055877602
0.0001,[20],gaussian,4,tanh,0.0,"('nesterov', 0.5)",8,2.2754561551952497
0.0001,"[20, 20]",gaussian,1,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2758826947377613
0.001,"[100, 100]",gaussian,4,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.275917240374137
0.0001,[20],uniform,4,tanh,0.01,"('trivial', 0.9)",8,2.2761416449739222
0.0001,"[20, 20]",uniform,1,logistic,0.01,"('trivial', 0.0)",8,2.2761719700677063
0.005,"[200, 200]",gaussian,124,logistic,0.0,"('nesterov', 0.5)",5,2.2761730659914656
0.001,"[20, 20]",gaussian,124,relu,0.01,"('nesterov', 0.5)",8,2.276230589274248
0.001,"[20, 20]",uniform,4,logistic,0.01,"('nesterov', 0.9)",8,2.276415739767399
0.001,[100],gaussian,124,relu,0.0,"('nesterov', 0.5)",8,2.2764623872518537
0.01,[20],gaussian,124,tanh,0.0,"('nesterov', 0.5)",8,2.2765414799283485
0.001,"[20, 20]",gaussian,1,logistic,0.01,"('trivial', 0.5)",8,2.2767460004170137
0.001,"[20, 20]",uniform,2,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.276749165990977
0.001,[20],gaussian,32,tanh,0.001,"('trivial', 0.9)",8,2.2770541619494717
0.0005,"[100, 100]",gaussian,8,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.2773413165191227
0.0001,"[20, 20]",uniform,2,softplus,0.01,"('trivial', 0.9)",8,2.2774801477379727
0.001,[20],gaussian,2,tanh,0.01,"('trivial', 0.0)",8,2.2775562751992764
0.0001,[20],gaussian,1,tanh,0.01,"('trivial', 0.0)",8,2.2775621002739217
0.001,"[20, 20]",uniform,1,logistic,0.01,"('nesterov', 0.5)",8,2.2776426627682147
0.001,"[100, 100]",uniform,32,logistic,0.01,"('nesterov', 0.9)",8,2.2778175540867807
0.001,[100],uniform,124,tanh,0.001,"('trivial', 0.5)",8,2.278171851034453
0.001,[100],gaussian,8,tanh,0.01,"('trivial', 0.9)",8,2.2783995542295314
0.001,"[20, 20]",uniform,4,tanh,0.01,"('trivial', 0.9)",8,2.2784464984879316
0.001,"[20, 20]",uniform,124,relu,0.001,"('nesterov', 0.5)",8,2.278472996893476
0.001,[100],uniform,2,tanh,0.001,"('nesterov', 0.5)",8,2.2785603393927767
0.001,[100],gaussian,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2785835200140467
0.001,"[100, 100]",gaussian,512,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.2786141748851683
0.001,[100],gaussian,32,softplus,0.0,"('nesterov', 0.9)",8,2.2787790747200214
0.001,"[20, 20]",uniform,1,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2788120318832243
0.001,"[20, 20]",uniform,32,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2790079664428693
0.0001,[20],uniform,2,tanh,0.01,"('trivial', 0.9)",8,2.2791295798496582
0.001,"[20, 20]",gaussian,1,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.279140253787836
0.0005,"[200, 200]",gaussian,4,tanh,0.0,"('trivial', 0.5)",5,2.279263153460419
0.001,[20],gaussian,2,tanh,0.0,"('trivial', 0.0)",8,2.2792713282187527
0.001,"[100, 100]",uniform,1,tanh,0.01,"('trivial', 0.5)",8,2.279405747263888
0.001,[20],uniform,32,tanh,0.001,"('trivial', 0.0)",8,2.2797774120651475
0.0001,[20],uniform,1,tanh,0.01,"('nesterov', 0.5)",8,2.2799758354604363
0.01,[20],uniform,8,logistic,0.0,"('trivial', 0.0)",8,2.2799767146673644
0.01,[20],uniform,32,tanh,0.0,"('trivial', 0.5)",8,2.280095373624349
0.001,[100],gaussian,2,tanh,0.001,"('nesterov', 0.5)",8,2.2802125721287894
0.001,"[100, 100]",gaussian,1772,tanh,0.0001,"('trivial', 0.9)",5,2.2802855254072982
0.001,"[200, 200]",gaussian,1,tanh,0.0001,"('trivial', 0.0)",5,2.2803355076457996
0.0001,[20],gaussian,1,tanh,0.0,"('trivial', 0.5)",8,2.2807737200705285
0.001,"[20, 20]",gaussian,32,softplus,0.01,"('nesterov', 0.9)",8,2.2814030978471385
0.001,[100],uniform,1,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2815294214559803
0.001,"[150, 150]",gaussian,512,relu,0.0001,"('trivial', 0.5)",5,2.281602262569081
0.001,"[20, 20]",uniform,32,logistic,0.001,"('trivial', 0.0)",8,2.2816509271014724
0.001,"[20, 20]",gaussian,4,logistic,0.01,"('nesterov', 0.9)",8,2.2821168810117443
0.0001,[20],gaussian,8,tanh,0.0,"('nesterov', 0.9)",8,2.2822128284056697
0.01,[20],gaussian,32,tanh,0.0,"('trivial', 0.5)",8,2.282374756172417
0.001,[20],gaussian,4,tanh,0.01,"('nesterov', 0.5)",8,2.2824810832786264
0.001,"[100, 100]",gaussian,32,logistic,0.01,"('trivial', 0.9)",8,2.282552674049449
0.0001,[20],uniform,8,tanh,0.01,"('nesterov', 0.9)",8,2.2827806096793464
0.001,"[20, 20]",uniform,124,logistic,0.01,"('nesterov', 0.9)",8,2.2829780730100886
0.001,"[100, 100]",gaussian,8,logistic,0.01,"('nesterov', 0.9)",8,2.283157719564457
0.001,"[100, 100]",uniform,2,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2831586302603624
0.001,"[100, 100]",gaussian,8,softplus,0.01,"('trivial', 0.0)",8,2.2833033729164733
0.001,"[20, 20]",gaussian,4,tanh,0.0,"('nesterov', 0.5)",8,2.2833716269378765
0.001,"[20, 20]",uniform,124,relu,0.0,"('trivial', 0.5)",8,2.2837804582294394
0.0001,[20],uniform,1,tanh,0.01,"('trivial', 0.5)",8,2.283836862837916
0.001,"[20, 20]",gaussian,32,logistic,0.01,"('nesterov', 0.5)",8,2.28394919940789
0.001,[20],uniform,124,logistic,0.001,"('nesterov', 0.9)",8,2.2840106287154964
0.001,[100],gaussian,124,relu,0.0,"('trivial', 0.5)",8,2.284071750632981
0.001,"[100, 100]",uniform,8,logistic,0.01,"('nesterov', 0.9)",8,2.284111621236794
0.001,[20],uniform,32,tanh,0.01,"('trivial', 0.9)",8,2.2841500640393937
0.001,[20],gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.284223553129687
0.001,[100],gaussian,124,tanh,0.001,"('trivial', 0.5)",8,2.28459637401176
0.001,"[20, 20]",gaussian,4,softplus,0.01,"('trivial', 0.0)",8,2.284703918792047
0.001,[100],gaussian,32,relu,0.001,"('trivial', 0.9)",8,2.285192908600864
0.001,[20],gaussian,32,tanh,0.01,"('nesterov', 0.5)",8,2.285356937768812
0.001,[20],uniform,124,tanh,0.01,"('trivial', 0.9)",8,2.2853684519248305
0.005,"[100, 100]",gaussian,1772,tanh,0.0,"('nesterov', 0.5)",5,2.285500800347733
0.0001,"[20, 20]",gaussian,2,softplus,0.01,"('trivial', 0.9)",8,2.285681185077056
0.005,"[100, 100]",gaussian,1772,relu,0.0,"('nesterov', 0.5)",5,2.28583094177831
0.001,"[100, 100]",gaussian,1772,tanh,0.0,"('trivial', 0.9)",5,2.2859300179774733
0.001,"[20, 20]",uniform,4,softplus,0.0,"('trivial', 0.5)",8,2.2862012159786325
0.001,"[100, 100]",gaussian,124,softplus,0.01,"('nesterov', 0.9)",8,2.286449835002196
0.001,[20],uniform,2,tanh,0.001,"('nesterov', 0.5)",8,2.2864526905790923
0.001,"[100, 100]",gaussian,8,logistic,0.01,"('trivial', 0.5)",8,2.286509049440685
0.001,[20],gaussian,124,logistic,0.001,"('nesterov', 0.9)",8,2.286526565512908
0.001,[20],uniform,8,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2866024061830603
0.001,"[100, 100]",uniform,32,logistic,0.01,"('trivial', 0.9)",8,2.2867629226950767
0.001,[20],uniform,124,tanh,0.01,"('nesterov', 0.9)",8,2.286939264665337
0.001,[20],gaussian,4,tanh,0.01,"('trivial', 0.0)",8,2.287166011793212
0.005,"[200, 200]",gaussian,124,logistic,0.0001,"('nesterov', 0.5)",5,2.2874229485396134
0.001,[20],gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.287568369868906
0.001,"[20, 20]",gaussian,4,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2876518256726497
