l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.01,[20],gaussian,8,tanh,0.0,"('trivial', 0.9)",8,3.4845043798052524
0.001,"[100, 100]",gaussian,8,softplus,0.0,"('trivial', 0.9)",5,3.4855076276674213
0.0001,[100],uniform,4,softplus,0.1,"('nesterov', 0.9)",8,3.486035231016344
0.0001,[100],gaussian,4,softplus,0.1,"('nesterov', 0.9)",8,3.4860360944471496
0.0001,[100],gaussian,8,softplus,0.1,"('trivial', 0.9)",8,3.4869985266358268
0.01,[100],uniform,4,logistic,0.0,"('nesterov', 0.9)",8,3.4880826368357436
0.001,[100],uniform,124,logistic,0.0,"('trivial', 0.5)",8,3.4881239682356937
0.01,"[20, 20]",gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.4891856213393164
0.0001,[100],uniform,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.489973435750404
0.0005,"[200, 200]",gaussian,1772,softplus,0.0001,"('nesterov', 0.9)",5,3.4915283001668387
0.0001,[100],gaussian,8,softplus,0.1,"('trivial', 0.0)",8,3.4925999022006584
0.005,"[150, 150]",gaussian,1772,softplus,0.0001,"('trivial', 0.0)",5,3.4927920172252875
0.0005,"[150, 150]",gaussian,1772,softplus,0.0,"('nesterov', 0.9)",5,3.4934140384196164
0.0001,[100],uniform,8,softplus,0.1,"('trivial', 0.0)",8,3.499261148930768
0.0001,[100],gaussian,1,softplus,0.1,"('nesterov', 0.5)",8,3.4993162651921836
0.0001,[100],uniform,1,softplus,0.1,"('nesterov', 0.5)",8,3.4993175206634257
0.0001,[100],gaussian,1,softplus,0.1,"('trivial', 0.5)",8,3.4995786849880286
0.0001,[100],uniform,1,softplus,0.1,"('trivial', 0.5)",8,3.49957912963728
0.0005,"[200, 200]",gaussian,1772,softplus,0.0001,"('trivial', 0.9)",5,3.500982142900328
0.001,[100],uniform,1,softplus,0.01,"('nesterov', 0.5)",8,3.501790633602069
0.0005,"[200, 200]",gaussian,1772,softplus,0.0,"('nesterov', 0.9)",5,3.5022687442247347
0.001,[100],uniform,4,relu,0.01,"('trivial', 0.9)",8,3.5050695155831866
0.0005,"[100, 100]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.50530432415161
0.0005,"[100, 100]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.5054239712817377
0.0001,[20],uniform,4,softplus,0.1,"('trivial', 0.5)",8,3.505936635766452
0.001,[100],uniform,124,logistic,0.001,"('nesterov', 0.5)",8,3.507295883664848
0.0005,"[100, 100]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.5075428661524155
0.0001,[100],uniform,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.508068093928137
0.0001,[20],uniform,8,softplus,0.1,"('nesterov', 0.5)",8,3.50871201214256
0.0001,[20],gaussian,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.5111001896266307
0.0001,[20],uniform,1,tanh,0.1,"('nesterov', 0.9)",8,3.5120413550414256
0.0001,[20],gaussian,4,softplus,0.1,"('trivial', 0.5)",8,3.5124496621675343
0.0001,[20],uniform,4,softplus,0.1,"('nesterov', 0.5)",8,3.5125811242218647
0.001,"[100, 100]",gaussian,512,softplus,0.0,"('trivial', 0.0)",5,3.5127359517945065
0.001,[100],gaussian,1,softplus,0.01,"('nesterov', 0.5)",8,3.5132232508825534
0.001,[100],gaussian,2,softplus,0.001,"('nesterov', 0.9)",8,3.513712514632578
0.0001,[20],gaussian,2,softplus,0.1,"('trivial', 0.0)",8,3.5143826375766585
0.0001,[20],uniform,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.514807855564188
0.0001,[20],gaussian,4,softplus,0.1,"('nesterov', 0.5)",8,3.5149735028328437
0.0001,[100],gaussian,8,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.515277875685409
0.0001,"[100, 100]",uniform,32,logistic,0.0,"('trivial', 0.0)",8,3.5159494739986656
0.01,"[20, 20]",uniform,2,tanh,0.0,"('trivial', 0.5)",8,3.5162590103343634
0.0001,[20],uniform,4,softplus,0.1,"('trivial', 0.0)",8,3.5174934720768194
0.0001,[20],uniform,2,softplus,0.1,"('trivial', 0.0)",8,3.5188353021569614
0.0001,[20],gaussian,4,softplus,0.1,"('trivial', 0.0)",8,3.5202410187690107
0.001,"[150, 150]",gaussian,1772,tanh,0.0,"('trivial', 0.0)",5,3.521617012937683
0.0001,[20],uniform,8,softplus,0.1,"('trivial', 0.5)",8,3.522534307298677
0.0001,[20],gaussian,8,softplus,0.1,"('trivial', 0.5)",8,3.522771743276414
0.0001,[20],gaussian,1,tanh,0.1,"('nesterov', 0.9)",8,3.523387511137593
0.0005,"[150, 150]",gaussian,1772,tanh,0.0,"('nesterov', 0.5)",5,3.5236445658712947
0.0001,[20],gaussian,2,softplus,0.1,"('nesterov', 0.5)",8,3.5241212521505867
0.0001,[20],uniform,2,softplus,0.1,"('nesterov', 0.5)",8,3.5257381406731785
0.0005,"[150, 150]",gaussian,1772,tanh,0.0001,"('nesterov', 0.5)",5,3.5259458405950017
0.01,[20],uniform,1,tanh,0.0,"('trivial', 0.0)",8,3.5262078254593487
0.001,[20],gaussian,2,softplus,0.0,"('nesterov', 0.5)",8,3.526347510748743
0.0005,"[100, 100]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.5268146576611232
0.0005,"[200, 200]",gaussian,1772,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,3.52846042334582
0.0001,[20],uniform,2,softplus,0.1,"('trivial', 0.5)",8,3.52853641179694
0.001,[100],uniform,2,softplus,0.001,"('nesterov', 0.9)",8,3.529618709064604
0.001,[20],uniform,1,softplus,0.001,"('nesterov', 0.5)",8,3.5296643837886763
0.0001,[20],gaussian,2,softplus,0.1,"('trivial', 0.5)",8,3.529709593357721
0.001,[20],uniform,4,relu,0.01,"('nesterov', 0.5)",8,3.529987041583033
0.0001,[20],gaussian,8,softplus,0.1,"('nesterov', 0.5)",8,3.5301179185712654
0.01,[20],gaussian,32,softplus,0.0,"('nesterov', 0.5)",8,3.530318562569467
0.0001,[20],gaussian,1,softplus,0.1,"('trivial', 0.0)",8,3.5303448544724647
0.0001,[20],uniform,8,softplus,0.1,"('nesterov', 0.9)",8,3.5312224830955965
0.01,[20],uniform,8,tanh,0.0,"('trivial', 0.9)",8,3.5313764854808256
0.0001,[20],gaussian,8,softplus,0.1,"('nesterov', 0.9)",8,3.5316765292464667
0.0001,[20],uniform,1,softplus,0.1,"('trivial', 0.0)",8,3.5326151998195408
0.01,[100],gaussian,8,relu,0.0,"('trivial', 0.5)",8,3.532687328230312
0.0001,[100],uniform,8,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.5333941837689458
0.001,[100],uniform,1,logistic,0.01,"('nesterov', 0.9)",8,3.5336733428725275
0.001,[20],uniform,124,softplus,0.0,"('trivial', 0.0)",8,3.5359003888612004
0.0001,[20],uniform,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.5365755478551044
0.0001,"[100, 100]",gaussian,32,logistic,0.0,"('trivial', 0.0)",8,3.5369050486882316
0.005,"[150, 150]",gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,3.537510847908305
0.001,"[200, 200]",gaussian,512,logistic,0.0001,"('nesterov', 0.5)",5,3.5380429423140187
0.001,"[100, 100]",gaussian,512,softplus,0.0001,"('trivial', 0.0)",5,3.538252082346813
0.0001,[20],gaussian,8,softplus,0.1,"('trivial', 0.9)",8,3.5384383395840446
0.0001,"[20, 20]",gaussian,2,softplus,0.1,"('nesterov', 0.9)",8,3.5397576172230574
0.005,"[150, 150]",gaussian,1772,softplus,0.0,"('trivial', 0.0)",5,3.540079436554288
0.0001,[20],uniform,8,softplus,0.1,"('trivial', 0.9)",8,3.5407451420735976
0.0005,"[150, 150]",gaussian,1772,tanh,0.0,"('trivial', 0.5)",5,3.5409569156803458
0.0005,"[200, 200]",gaussian,1772,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.541223541398302
0.0001,[20],uniform,8,softplus,0.1,"('trivial', 0.0)",8,3.5412911511854093
0.001,[20],gaussian,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.542168289975753
0.001,"[150, 150]",gaussian,1772,tanh,0.0001,"('trivial', 0.0)",5,3.543247457209844
0.001,[20],gaussian,8,softplus,0.1,"('trivial', 0.0)",8,3.5435666117900304
0.0001,[20],gaussian,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.5455472656974933
0.01,[100],uniform,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.54639279898472
0.0001,[100],uniform,2,softplus,0.1,"('nesterov', 0.9)",8,3.547034196467944
0.0001,[100],gaussian,2,softplus,0.1,"('nesterov', 0.9)",8,3.547034207941
0.0005,"[200, 200]",gaussian,124,logistic,0.0001,"('trivial', 0.0)",5,3.5483394883036565
0.001,"[200, 200]",gaussian,512,logistic,0.0,"('trivial', 0.5)",5,3.548413535172547
0.01,"[100, 100]",uniform,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.5496084739858937
0.001,[20],gaussian,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.5516029093319745
0.001,[100],gaussian,1,logistic,0.01,"('nesterov', 0.9)",8,3.551906110449592
0.0005,"[200, 200]",gaussian,124,logistic,0.0,"('trivial', 0.0)",5,3.552968524672283
0.0001,[20],uniform,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.554793627736496
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('nesterov', 0.9)",8,3.5572200712766646
0.0001,[20],uniform,1,softplus,0.1,"('nesterov', 0.5)",8,3.5586084265356432
0.001,[100],gaussian,2,relu,0.001,"('nesterov', 0.9)",8,3.558908363728216
0.0001,[20],uniform,1,softplus,0.1,"('trivial', 0.5)",8,3.5600353387983548
0.0001,[20],gaussian,1,softplus,0.1,"('trivial', 0.5)",8,3.5603322179403665
0.001,"[20, 20]",gaussian,4,relu,0.01,"('trivial', 0.9)",8,3.56074890671515
0.0001,[20],uniform,4,softplus,0.1,"('nesterov', 0.9)",8,3.5607601044127577
0.0001,[20],gaussian,1,softplus,0.1,"('nesterov', 0.5)",8,3.5610203809079657
0.0001,[20],gaussian,4,softplus,0.1,"('nesterov', 0.9)",8,3.562034515136385
0.0001,[20],uniform,4,softplus,0.1,"('trivial', 0.9)",8,3.5622400697261782
0.01,[20],uniform,1,tanh,0.0,"('nesterov', 0.5)",8,3.56343245503144
0.0001,[20],gaussian,4,softplus,0.1,"('trivial', 0.9)",8,3.564427149709272
0.0001,[100],uniform,2,softplus,0.1,"('trivial', 0.9)",8,3.5651936140840474
0.0001,[100],gaussian,2,softplus,0.1,"('trivial', 0.9)",8,3.5651936155174937
0.01,[100],gaussian,4,logistic,0.0,"('nesterov', 0.9)",8,3.5669665295076727
0.001,[20],gaussian,4,relu,0.1,"('trivial', 0.5)",8,3.567281614020608
0.0005,"[150, 150]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,3.5674992068131473
0.005,"[200, 200]",gaussian,1772,softplus,0.0001,"('trivial', 0.0)",5,3.568559077143199
0.01,[100],uniform,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.572035843579402
0.0001,[20],gaussian,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.572758232475693
0.001,"[200, 200]",gaussian,512,logistic,0.0,"('nesterov', 0.5)",5,3.5752217975318628
0.001,[20],uniform,124,softplus,0.001,"('trivial', 0.0)",8,3.5792000067764795
0.001,[20],gaussian,8,softplus,0.1,"('trivial', 0.5)",8,3.580034962184503
0.01,[100],uniform,32,tanh,0.0,"('nesterov', 0.9)",8,3.5824970304745936
0.001,[20],gaussian,4,relu,0.0,"('nesterov', 0.5)",8,3.5835397326530063
0.001,"[200, 200]",gaussian,512,logistic,0.0001,"('trivial', 0.5)",5,3.584274606428436
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('trivial', 0.9)",8,3.5844230920976408
0.01,"[20, 20]",uniform,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.5852356158865417
0.0001,"[20, 20]",uniform,1,tanh,0.1,"('trivial', 0.9)",8,3.5872085307111314
0.001,[20],uniform,1,relu,0.01,"('nesterov', 0.5)",8,3.591492384510107
0.005,"[200, 200]",gaussian,1772,softplus,0.0,"('trivial', 0.0)",5,3.5926319766414183
0.0005,"[150, 150]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.593268629587571
0.01,[100],gaussian,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.5938520293629708
0.0001,"[100, 100]",gaussian,124,softplus,0.0,"('trivial', 0.5)",8,3.59455554000956
0.001,"[150, 150]",gaussian,512,softplus,0.0001,"('trivial', 0.0)",5,3.5950238791405082
0.001,[20],gaussian,1,relu,0.01,"('nesterov', 0.5)",8,3.5967771824458787
0.0005,"[150, 150]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.6005792902931963
0.001,[20],gaussian,4,softplus,0.1,"('trivial', 0.0)",8,3.6018654329159228
0.01,"[20, 20]",gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.6027204293892394
0.0001,"[100, 100]",gaussian,124,softplus,0.0,"('nesterov', 0.5)",8,3.6052864473321775
0.0001,[20],gaussian,8,softplus,0.1,"('trivial', 0.0)",8,3.605400990409115
0.0001,"[20, 20]",gaussian,1,tanh,0.1,"('trivial', 0.9)",8,3.605897118907073
0.01,[20],uniform,8,relu,0.0,"('trivial', 0.5)",8,3.606957782810889
0.0001,[20],gaussian,2,softplus,0.1,"('nesterov', 0.9)",8,3.6091976010929865
0.01,[100],uniform,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.6093047302119454
0.001,[20],gaussian,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.6139941395388897
0.0001,[20],gaussian,8,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.614096958306676
0.0001,[20],uniform,2,softplus,0.1,"('nesterov', 0.9)",8,3.6148054880969216
0.0005,"[150, 150]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.617502377644989
0.001,"[20, 20]",gaussian,1,logistic,0.01,"('trivial', 0.9)",8,3.619221455921349
0.005,"[100, 100]",gaussian,8,softplus,0.0,"('trivial', 0.5)",5,3.6209097995235866
0.0005,"[200, 200]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.622501806961798
0.0001,"[100, 100]",uniform,124,softplus,0.0,"('trivial', 0.5)",8,3.6226683881669146
0.0001,[20],gaussian,2,softplus,0.1,"('trivial', 0.9)",8,3.623581622612648
0.0001,[20],uniform,2,softplus,0.1,"('trivial', 0.9)",8,3.623581748110495
0.001,[100],gaussian,124,logistic,0.01,"('trivial', 0.5)",8,3.624917014046411
0.001,"[200, 200]",gaussian,1772,tanh,0.0001,"('trivial', 0.0)",5,3.624996710987279
0.0001,[20],uniform,1,tanh,0.1,"('trivial', 0.9)",8,3.625617206027072
0.001,[20],gaussian,4,relu,0.01,"('nesterov', 0.5)",8,3.6267222357184417
0.001,[100],uniform,1,tanh,0.001,"('nesterov', 0.9)",8,3.627157144477919
0.001,[100],uniform,1,relu,0.01,"('nesterov', 0.5)",8,3.6281491429321115
0.001,"[150, 150]",gaussian,512,softplus,0.0,"('trivial', 0.0)",5,3.62905157624351
0.0005,"[150, 150]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.632233472182525
0.0001,"[20, 20]",uniform,8,logistic,0.1,"('trivial', 0.9)",8,3.6341742150694434
0.001,[100],gaussian,124,logistic,0.01,"('nesterov', 0.5)",8,3.6348221516437538
0.001,"[200, 200]",gaussian,512,softplus,0.0,"('trivial', 0.0)",5,3.63914334616664
0.01,"[20, 20]",uniform,8,tanh,0.0,"('nesterov', 0.9)",8,3.639249506764745
0.001,[100],uniform,124,logistic,0.01,"('trivial', 0.5)",8,3.641048999452724
0.0005,"[200, 200]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,3.6411633110578543
0.0001,[20],gaussian,1,tanh,0.1,"('trivial', 0.9)",8,3.6427200462679123
0.001,"[100, 100]",gaussian,1,logistic,0.01,"('nesterov', 0.9)",8,3.64345612667266
0.01,[20],gaussian,8,relu,0.0,"('trivial', 0.5)",8,3.6486159211238562
0.0005,"[200, 200]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.648630720770416
0.0005,"[200, 200]",gaussian,1772,tanh,0.0001,"('nesterov', 0.5)",5,3.649464649389008
0.0005,"[150, 150]",gaussian,1772,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,3.65015939499802
0.0001,"[20, 20]",gaussian,2,softplus,0.1,"('trivial', 0.9)",8,3.650183415987491
0.0005,"[200, 200]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.6513432167065827
0.001,"[200, 200]",gaussian,512,softplus,0.0001,"('trivial', 0.0)",5,3.651854877997829
0.0005,"[100, 100]",gaussian,1772,logistic,0.0,"('trivial', 0.9)",5,3.6578927811910873
0.001,"[200, 200]",gaussian,1772,tanh,0.0,"('trivial', 0.0)",5,3.6579760443789295
0.0005,"[200, 200]",gaussian,1772,tanh,0.0,"('nesterov', 0.5)",5,3.6580251462454574
0.001,[20],gaussian,2,softplus,0.01,"('nesterov', 0.5)",8,3.658935631199578
0.01,[20],gaussian,32,softplus,0.0,"('trivial', 0.9)",8,3.659352075262016
0.005,"[100, 100]",gaussian,1772,logistic,0.0001,"('trivial', 0.0)",5,3.6608937006630917
0.0001,"[20, 20]",uniform,4,logistic,0.1,"('nesterov', 0.9)",8,3.662438747863536
0.0005,"[100, 100]",gaussian,1772,logistic,0.0001,"('nesterov', 0.9)",5,3.664302292779856
0.0001,"[20, 20]",uniform,2,logistic,0.1,"('trivial', 0.0)",8,3.665221898975828
0.001,[100],uniform,124,logistic,0.01,"('nesterov', 0.5)",8,3.665225879550925
0.0001,"[20, 20]",gaussian,4,logistic,0.1,"('nesterov', 0.9)",8,3.665571428160957
0.0001,"[100, 100]",uniform,124,softplus,0.0,"('nesterov', 0.5)",8,3.6675802008633633
0.001,[20],gaussian,2,relu,0.001,"('nesterov', 0.9)",8,3.6677321348770713
0.001,[100],uniform,2,softplus,0.0,"('nesterov', 0.9)",8,3.66799129693184
0.0001,"[20, 20]",uniform,8,logistic,0.1,"('nesterov', 0.9)",8,3.668029352319892
0.001,[100],uniform,2,relu,0.001,"('nesterov', 0.9)",8,3.6690713628435216
0.0001,"[20, 20]",uniform,1,logistic,0.1,"('trivial', 0.5)",8,3.6700736976613895
0.0001,"[20, 20]",gaussian,1,logistic,0.1,"('trivial', 0.0)",8,3.6701811481426563
0.0001,"[20, 20]",uniform,2,logistic,0.1,"('nesterov', 0.5)",8,3.670666726744259
0.0005,"[200, 200]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.671769114172503
0.0001,"[20, 20]",gaussian,8,logistic,0.1,"('nesterov', 0.9)",8,3.6755037450706167
0.0001,"[20, 20]",gaussian,1,logistic,0.1,"('nesterov', 0.5)",8,3.67695577250786
0.0001,"[20, 20]",gaussian,4,logistic,0.1,"('trivial', 0.5)",8,3.6772927222375733
0.0001,"[20, 20]",uniform,2,logistic,0.1,"('nesterov', 0.9)",8,3.677713753818496
0.0001,"[20, 20]",gaussian,2,logistic,0.1,"('trivial', 0.5)",8,3.6788256668162616
0.01,[100],uniform,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.6815757819933927
0.0005,"[200, 200]",gaussian,1772,tanh,0.0,"('trivial', 0.5)",5,3.683113401705904
0.0001,"[20, 20]",gaussian,4,logistic,0.1,"('trivial', 0.9)",8,3.683447804626853
0.01,"[20, 20]",uniform,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.683619308657269
0.01,[100],uniform,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.684262978967036
0.0001,"[20, 20]",uniform,1,logistic,0.1,"('nesterov', 0.5)",8,3.6850049483209295
0.0001,"[20, 20]",uniform,4,logistic,0.1,"('trivial', 0.5)",8,3.685798767891431
0.0001,"[20, 20]",gaussian,1,logistic,0.1,"('trivial', 0.5)",8,3.6871415097212834
0.0001,"[20, 20]",gaussian,8,logistic,0.1,"('trivial', 0.5)",8,3.687373879642672
0.0001,"[20, 20]",gaussian,2,logistic,0.1,"('nesterov', 0.9)",8,3.6887535339525015
0.0001,"[20, 20]",gaussian,8,logistic,0.1,"('nesterov', 0.5)",8,3.68929797892096
0.0001,[100],gaussian,8,logistic,0.0,"('trivial', 0.0)",8,3.6893547681924868
0.0001,"[20, 20]",uniform,2,logistic,0.1,"('trivial', 0.5)",8,3.691569473346584
0.001,"[100, 100]",uniform,1,logistic,0.01,"('nesterov', 0.9)",8,3.6917769222735166
0.001,"[20, 20]",uniform,4,relu,0.0,"('trivial', 0.9)",8,3.696213729103904
0.0001,"[20, 20]",uniform,1,logistic,0.1,"('nesterov', 0.9)",8,3.6990893503030575
0.001,[20],uniform,4,logistic,0.0,"('nesterov', 0.5)",8,3.6998939479392963
0.0001,"[20, 20]",gaussian,8,logistic,0.1,"('trivial', 0.9)",8,3.7007171225225264
0.001,"[20, 20]",uniform,1,logistic,0.01,"('trivial', 0.9)",8,3.700724535265224
0.0001,"[20, 20]",uniform,4,logistic,0.1,"('trivial', 0.9)",8,3.703097135861371
0.001,"[100, 100]",gaussian,4,softplus,0.0,"('trivial', 0.9)",8,3.7044226039625965
0.0001,[100],uniform,8,logistic,0.0,"('trivial', 0.0)",8,3.704789830347469
0.001,"[20, 20]",uniform,4,softplus,0.0,"('nesterov', 0.9)",8,3.7056768828887447
0.0001,"[20, 20]",gaussian,4,logistic,0.1,"('trivial', 0.0)",8,3.706929231136832
0.01,[100],uniform,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.707788159210372
0.0001,"[20, 20]",uniform,8,logistic,0.1,"('nesterov', 0.5)",8,3.708018503409228
0.0001,"[20, 20]",uniform,1,logistic,0.1,"('trivial', 0.0)",8,3.708244662273695
0.0001,"[20, 20]",uniform,4,logistic,0.1,"('nesterov', 0.5)",8,3.7095904833870734
0.01,[100],uniform,8,relu,0.0,"('trivial', 0.5)",8,3.711250360364711
0.001,[20],uniform,2,relu,0.001,"('nesterov', 0.9)",8,3.711727448122392
0.001,[20],gaussian,4,relu,0.01,"('trivial', 0.9)",8,3.712554528656893
0.01,[20],uniform,4,tanh,0.0,"('nesterov', 0.9)",8,3.713616352983775
0.0001,"[20, 20]",uniform,1,logistic,0.1,"('trivial', 0.9)",8,3.7159352524224962
0.0001,"[20, 20]",gaussian,2,logistic,0.1,"('trivial', 0.0)",8,3.716152105485052
0.0001,"[20, 20]",uniform,4,logistic,0.1,"('trivial', 0.0)",8,3.7164592852870575
0.0001,"[20, 20]",gaussian,2,logistic,0.1,"('nesterov', 0.5)",8,3.7168756554690265
0.001,[20],uniform,4,softplus,0.01,"('nesterov', 0.5)",8,3.719198105451892
0.0005,"[150, 150]",gaussian,1772,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.7202821699318256
0.0001,"[20, 20]",uniform,2,logistic,0.1,"('trivial', 0.9)",8,3.7213838900367286
0.001,[100],gaussian,4,relu,0.01,"('trivial', 0.9)",8,3.721628408125442
0.0001,"[20, 20]",gaussian,4,logistic,0.1,"('nesterov', 0.5)",8,3.7217977126579713
0.001,"[200, 200]",gaussian,1772,relu,0.0001,"('trivial', 0.0)",5,3.7230714811796175
0.0001,"[20, 20]",gaussian,2,logistic,0.1,"('trivial', 0.9)",8,3.723802947591501
0.0001,"[20, 20]",gaussian,1,logistic,0.1,"('nesterov', 0.9)",8,3.7258827293113517
0.001,[20],gaussian,4,logistic,0.0,"('nesterov', 0.5)",8,3.7288921839714617
0.01,[20],gaussian,2,tanh,0.0,"('trivial', 0.5)",8,3.729027432962951
0.001,[20],uniform,2,softplus,0.0,"('nesterov', 0.5)",8,3.7297451995902025
0.005,"[100, 100]",gaussian,1772,logistic,0.0,"('trivial', 0.0)",5,3.7314716723911454
0.001,"[200, 200]",gaussian,1772,relu,0.0,"('trivial', 0.0)",5,3.7341090402536468
0.005,"[150, 150]",gaussian,1772,logistic,0.0001,"('trivial', 0.0)",5,3.7365087794188567
0.0001,"[20, 20]",uniform,8,logistic,0.1,"('trivial', 0.0)",8,3.7421547446887433
0.0005,"[100, 100]",gaussian,1772,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.7436422500983992
0.001,"[100, 100]",gaussian,1772,softplus,0.0001,"('trivial', 0.5)",5,3.743798778975935
0.001,[20],gaussian,1,softplus,0.01,"('trivial', 0.0)",8,3.743999946675177
0.0001,"[20, 20]",gaussian,1,logistic,0.1,"('trivial', 0.9)",8,3.74434164611864
0.01,[100],gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.74661807471941
0.001,[20],gaussian,2,relu,0.1,"('trivial', 0.5)",8,3.752037277025268
0.0005,"[100, 100]",gaussian,1772,logistic,0.0,"('nesterov', 0.9)",5,3.754805237749889
0.001,[20],uniform,4,softplus,0.0,"('nesterov', 0.5)",8,3.7551596231239848
0.001,[20],gaussian,2,softplus,0.1,"('trivial', 0.0)",8,3.758234665887832
0.001,"[100, 100]",gaussian,1772,softplus,0.0,"('nesterov', 0.5)",5,3.758802904967745
0.0001,"[20, 20]",uniform,8,logistic,0.1,"('trivial', 0.5)",8,3.7666710788296873
0.01,[20],gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.767149401746353
0.0005,"[200, 200]",gaussian,1772,relu,0.0,"('trivial', 0.5)",5,3.7740429232342882
0.001,"[100, 100]",gaussian,1772,softplus,0.0001,"('nesterov', 0.5)",5,3.775361335319757
0.001,"[100, 100]",gaussian,1772,softplus,0.0,"('trivial', 0.5)",5,3.7818772250887465
0.0005,"[150, 150]",gaussian,1772,logistic,0.0001,"('trivial', 0.9)",5,3.78363940090865
